id,bg_year_id,bg_make_id,bg_model_id,bg_submodel_id,,,,
1147,51,33,181,,,,,
1148,51,8,,,,,,
1149,51,8,,,,,,
1150,51,48,269,,,,,
1151,51,4,12,,,,,
1152,51,,,,,,,
1153,51,,,,,,,
1154,51,,,,,,,
1155,51,52,,,,,,
1156,51,,,,,,,
1157,51,,,,,,,
1158,51,11,,,,,,
1159,51,11,,,,,,
1160,51,4,12,,,,,
1161,51,29,126,,,,,
1162,51,52,,,,,,
1163,51,27,,,,,,
1164,51,34,,,,,,
1165,51,48,,,,,,
1166,51,33,,,,,,
1167,51,18,290,,,,,
1168,51,35,,,,,,
1169,51,35,,,,,,
1170,51,64,,,,,,
1171,52,41,,,,,,
1172,52,2,151,,,,,
1173,52,2,151,,,,,
1174,52,33,,,,,,
1175,52,17,,,,,,
1176,52,35,,,,,,
1177,52,2,349,,,,,
1178,52,18,,,,,,
1179,52,,,,,,,
1180,52,10,,,,,,
1181,52,29,127,,,,,
1182,52,4,10,,,,,
1183,52,18,,,,,,
1184,52,31,,,,,,
1185,52,30,,,,,,
1186,52,37,213,,,,,
1187,52,11,,,,,,
1188,52,2,,,,,,
1189,52,33,,,,,,
1190,52,37,212,,,,,
1191,52,8,,,,,,
1192,52,18,97,,,,,
1193,52,13,59,,,,,
1194,52,,,,,,,
1195,52,8,,,,,,
1196,52,10,,,,,,
1197,52,27,,,,,,
1198,52,,,,,,,
1199,52,,,,,,,
1200,52,8,39,,,,,
1201,52,17,,,,,,
1202,52,19,,,,,,
1203,52,8,,,,,,
1204,52,35,,,,,,
1205,52,2,,,,,,
1206,52,15,,,,,,
1207,52,29,126,,,,,
1208,52,,,,,,,
1209,52,2,349,,,,,
1210,52,35,195,,,,,
1211,52,10,,,,,,
1212,52,11,,,,,,
1213,52,37,,,,,,
1214,52,50,275,,,,,
1215,52,,,,,,,
1216,52,17,83,,,,,
1217,52,,,,,,,
1218,52,2,,,,,,
1219,52,29,126,,,,,
1220,52,,,,,,,
1221,52,37,213,,,,,
1222,52,35,,,,,,
1223,52,7,,,,,,
1224,52,27,117,,,,,
1225,52,,,,,,,
1226,52,30,,,,,,
1227,52,,,,,,,
1228,52,2,,,,,,
1229,52,33,,,,,,
1230,52,35,196,,,,,
1231,52,,,,,,,
1232,52,32,,,,,,
1233,52,34,,,,,,
1234,52,,,,,,,
1235,52,27,,,,,,
1236,52,2,158,,,,,
1237,52,11,54,,,,,
1238,52,13,59,,,,,
1239,52,15,,,,,,
1240,52,,,,,,,
1241,52,30,,,,,,
1242,52,3,8,,,,,
1243,52,,,,,,,
1244,52,42,,,,,,
1245,52,,,,,,,
1246,52,2,349,,,,,
1247,52,5,,,,,,
1248,52,33,,,,,,
1249,52,35,,,,,,
1250,52,29,126,,,,,
1251,52,30,404,,,,,
1252,52,19,,,,,,
1253,52,,,,,,,
1254,52,43,244,,,,,
1255,52,30,,,,,,
1256,52,32,,,,,,
1257,52,17,,,,,,
1258,52,,,,,,,
1259,52,,,,,,,
1260,52,2,154,,,,,
1261,52,18,96,,,,,
1262,52,10,,,,,,
1263,52,2,,,,,,
1264,53,8,,,,,,
1265,53,11,,,,,,
1266,53,4,9,,,,,
1267,53,10,,,,,,
1268,53,10,,,,,,
1269,53,10,,,,,,
1270,53,10,,,,,,
1271,53,,,,,,,
1272,53,17,,,,,,
1273,53,,,,,,,
1274,53,11,,,,,,
1275,53,,,,,,,
1276,53,7,,,,,,
1277,53,7,,,,,,
1278,53,7,,,,,,
1279,53,7,,,,,,
1280,53,7,,,,,,
1281,53,5,,,,,,
1282,53,4,15,,,,,
1283,53,4,9,,,,,
1284,53,,,,,,,
1285,53,17,,,,,,
1286,53,27,118,,,,,
1287,53,19,,,,,,
1288,53,18,,,,,,
1289,53,18,,,,,,
1290,53,18,,,,,,
1291,53,18,,,,,,
1292,53,17,83,,,,,
1293,53,11,54,,,,,
1294,53,17,,,,,,
1295,53,11,54,,,,,
1296,53,17,,,,,,
1297,53,17,,,,,,
1298,53,17,80,,,,,
1299,53,,,,,,,
1300,53,15,,,,,,
1301,53,13,59,,,,,
1302,53,,,,,,,
1303,53,11,54,,,,,
1304,53,11,,,,,,
1305,53,17,,,,,,
1306,53,2,151,,,,,
1307,53,33,181,,,,,
1308,53,33,181,,,,,
1309,53,33,,,,,,
1310,53,33,,,,,,
1311,53,8,35,,,,,
1312,53,8,35,,,,,
1313,53,2,,,,,,
1314,53,,,,,,,
1315,53,2,151,,,,,
1316,53,30,,,,,,
1317,53,2,,,,,,
1318,53,2,349,,,,,
1319,53,2,349,,,,,
1320,53,30,404,,,,,
1321,53,29,127,,,,,
1322,53,29,126,,,,,
1323,53,27,,,,,,
1324,53,3,8,,,,,
1325,53,17,,,,,,
1326,53,2,,,,,,
1327,53,37,,,,,,
1328,53,49,,,,,,
1329,53,48,,,,,,
1330,53,29,132,,,,,
1331,53,34,,,,,,
1332,53,45,,,,,,
1333,53,41,,,,,,
1334,53,37,213,,,,,
1335,53,37,213,,,,,
1336,53,37,212,,,,,
1337,53,,,,,,,
1338,53,35,195,,,,,
1339,53,35,,,,,,
1340,53,,,,,,,
1341,53,35,195,,,,,
1342,53,35,195,,,,,
1343,53,35,,,,,,
1344,53,35,,,,,,
1345,53,35,,,,,,
1346,53,35,,,,,,
1347,53,35,,,,,,
1348,53,35,,,,,,
1349,21,50,,,,,,
1350,21,3,,,,,,
1351,21,8,32,,,,,
1352,21,,,,,,,
1353,21,7,28,,,,,
1354,21,7,,,,,,
1355,21,4,10,,,,,
1356,21,,,,,,,
1357,21,8,32,,,,,
1358,21,,,,,,,
1359,21,,,,,,,
1360,21,,,,,,,
1361,21,37,213,,,,,
1362,21,,,,,,,
1363,21,,,,,,,
1364,21,,,,,,,
1365,21,8,,,,,,
1366,21,35,195,,,,,
1367,21,34,,,,,,
1368,21,34,,,,,,
1369,21,,,,,,,
1370,21,10,,,,,,
1371,21,34,,,,,,
1372,21,37,,,,,,
1373,21,35,,,,,,
1374,21,49,,,,,,
1375,21,,,,,,,
1376,21,37,213,,,,,
1377,21,41,,,,,,
1378,21,42,241,,,,,
1379,21,43,,,,,,
1380,21,,,,,,,
1381,21,48,,,,,,
1382,21,35,,,,,,
1383,21,18,95,,,,,
1384,21,13,59,,,,,
1385,21,17,,,,,,
1386,21,17,83,,,,,
1387,21,17,83,,,,,
1388,21,17,,,,,,
1389,21,13,59,,,,,
1390,21,17,,,,,,
1391,21,13,59,,,,,
1392,21,18,97,,,,,
1393,21,18,97,,,,,
1394,21,18,96,,,,,
1395,21,19,,,,,,
1396,21,19,,,,,,
1397,21,34,,,,,,
1398,21,10,,,,,,
1399,21,17,,,,,,
1400,21,11,,,,,,
1401,21,10,,,,,,
1402,21,10,,,,,,
1403,21,10,,,,,,
1404,21,10,,,,,,
1405,21,11,54,,,,,
1406,21,15,,,,,,
1407,21,11,,,,,,
1408,21,10,,,,,,
1409,21,11,,,,,,
1410,21,11,,,,,,
1411,21,11,,,,,,
1412,21,11,,,,,,
1413,21,,,,,,,
1414,21,,,,,,,
1415,21,,,,,,,
1416,21,,,,,,,
1417,21,11,54,,,,,
1418,21,29,,,,,,
1419,21,33,,,,,,
1420,21,27,,,,,,
1421,21,,,,,,,
1422,21,27,,,,,,
1423,21,,,,,,,
1424,21,27,118,,,,,
1425,21,,,,,,,
1426,21,2,349,,,,,
1427,21,29,126,,,,,
1428,21,2,,,,,,
1429,21,33,,,,,,
1430,21,29,,,,,,
1431,21,,,,,,,
1432,21,,,,,,,
1433,21,2,349,,,,,
1434,21,,,,,,,
1435,21,2,349,,,,,
1436,21,2,151,2432,,,,
1437,21,30,,,,,,
1438,21,2,151,2432,,,,
1439,21,2,151,2432,,,,
1440,21,31,,,,,,
1441,21,2,,,,,,
1442,21,2,,,,,,
1443,21,2,349,,,,,
1444,21,2,349,,,,,
1445,21,2,,,,,,
1446,21,27,117,,,,,
1447,21,33,,,,,,
1448,21,,,,,,,
1449,21,33,181,,,,,
1450,21,33,,,,,,
1451,54,13,60,,,,,
1452,54,29,,,,,,
1453,54,52,,,,,,
1454,54,19,,,,,,
1455,54,19,,,,,,
1456,54,19,,,,,,
1457,54,11,,,,,,
1458,54,11,,,,,,
1459,54,11,54,,,,,
1460,54,31,,,,,,
1461,54,52,,,,,,
1462,54,,,,,,,
1463,54,10,,,,,,
1464,54,18,96,,,,,
1465,54,10,,,,,,
1466,54,,,,,,,
1467,54,33,,,,,,
1468,54,10,,,,,,
1469,54,10,,,,,,
1470,54,2,,,,,,
1471,54,10,,,,,,
1472,54,30,,,,,,
1473,54,,,,,,,
1474,54,17,,,,,,
1475,54,27,,,,,,
1476,54,27,,,,,,
1477,54,17,,,,,,
1478,54,17,,,,,,
1479,54,27,,,,,,
1480,54,15,,,,,,
1481,54,15,,,,,,
1482,54,17,,,,,,
1483,54,17,,,,,,
1484,54,11,,,,,,
1485,54,,,,,,,
1486,54,17,,,,,,
1487,54,18,96,,,,,
1488,54,27,117,,,,,
1489,54,27,117,,,,,
1490,54,29,126,,,,,
1491,54,,,,,,,
1492,54,29,127,,,,,
1493,54,52,,,,,,
1494,54,,,,,,,
1495,54,29,132,,,,,
1496,54,18,97,,,,,
1497,54,,,,,,,
1498,54,,,,,,,
1499,54,17,,,,,,
1500,54,35,,,,,,
1501,54,41,,,,,,
1502,54,,,,,,,
1503,54,39,,,,,,
1504,54,37,,,,,,
1505,54,37,,,,,,
1506,54,37,,,,,,
1507,54,33,,,,,,
1508,54,37,213,,,,,
1509,54,37,213,,,,,
1510,54,37,213,,,,,
1511,54,37,,,,,,
1512,54,37,212,,,,,
1513,54,41,,,,,,
1514,54,33,,,,,,
1515,54,34,,,,,,
1516,54,27,118,,,,,
1517,54,33,,,,,,
1518,54,33,,,,,,
1519,54,33,181,,,,,
1520,54,37,212,,,,,
1521,54,33,,,,,,
1522,54,35,,,,,,
1523,54,33,,,,,,
1524,54,34,,,,,,
1525,54,35,,,,,,
1526,54,35,195,,,,,
1527,54,33,,,,,,
1528,54,35,195,,,,,
1529,54,35,,,,,,
1530,54,,,,,,,
1531,54,8,,,,,,
1532,54,7,,,,,,
1533,54,7,,,,,,
1534,54,,,,,,,
1535,54,8,32,,,,,
1536,54,7,,,,,,
1537,54,8,,,,,,
1538,54,,,,,,,
1539,54,,,,,,,
1540,54,,,,,,,
1541,54,2,,,,,,
1542,54,37,,,,,,
1543,54,33,,,,,,
1544,54,2,349,,,,,
1545,54,10,,,,,,
1546,54,8,35,,,,,
1547,54,4,16,,,,,
1548,54,32,,,,,,
1549,54,32,,,,,,
1550,54,7,,,,,,
1551,54,3,,,,,,
1552,54,,,,,,,
1553,54,,,,,,,
1554,54,,,,,,,
1555,54,2,151,3666,,,,
1556,54,5,,,,,,
1557,54,,,,,,,
1558,54,2,,,,,,
1559,54,2,,,,,,
1560,54,32,,,,,,
1561,54,2,,,,,,
1562,23,,,,,,,
1563,23,,,,,,,
1564,23,35,195,,,,,
1565,23,35,,,,,,
1566,23,33,,,,,,
1567,23,35,197,,,,,
1568,23,,,,,,,
1569,23,35,,,,,,
1570,23,35,,,,,,
1571,23,4,12,,,,,
1572,23,35,,,,,,
1573,23,10,,,,,,
1574,23,35,,,,,,
1575,23,34,,,,,,
1576,23,33,181,,,,,
1577,23,10,,,,,,
1578,23,33,,,,,,
1579,23,,,,,,,
1580,23,8,32,,,,,
1581,23,10,,,,,,
1582,23,10,,,,,,
1583,23,2,151,2436,,,,
1584,23,8,32,,,,,
1585,23,34,,,,,,
1586,23,3,7,,,,,
1587,23,7,,,,,,
1588,23,4,12,,,,,
1589,23,30,404,,,,,
1590,23,,,,,,,
1591,23,4,12,,,,,
1592,23,4,9,,,,,
1593,23,,,,,,,
1594,23,3,,,,,,
1595,23,49,,,,,,
1596,23,3,8,,,,,
1597,23,,,,,,,
1598,23,50,,,,,,
1599,23,8,32,,,,,
1600,23,8,39,,,,,
1601,23,8,,,,,,
1602,23,45,,,,,,
1603,23,45,,,,,,
1604,23,42,,,,,,
1605,23,42,,,,,,
1606,23,,,,,,,
1607,23,39,,,,,,
1608,23,37,,,,,,
1609,23,3,,,,,,
1610,23,16,,,,,,
1611,23,31,,,,,,
1612,23,30,,,,,,
1613,23,13,59,,,,,
1614,23,17,83,,,,,
1615,23,,,,,,,
1616,23,18,,,,,,
1617,23,31,,,,,,
1618,23,18,,,,,,
1619,23,,,,,,,
1620,23,29,126,,,,,
1621,23,,,,,,,
1622,23,,,,,,,
1623,23,,,,,,,
1624,23,17,,,,,,
1625,23,52,,,,,,
1626,23,25,,,,,,
1627,23,25,,,,,,
1628,23,17,,,,,,
1629,23,18,,,,,,
1630,23,2,151,2436,,,,
1631,23,2,349,,,,,
1632,23,11,54,,,,,
1633,23,2,151,2436,,,,
1634,23,2,,,,,,
1635,23,2,,,,,,
1636,23,2,151,2436,,,,
1637,23,32,,,,,,
1638,23,11,,,,,,
1639,23,15,,,,,,
1640,55,17,80,,,,,
1641,55,17,,,,,,
1642,55,11,54,,,,,
1643,55,17,,,,,,
1644,55,10,,,,,,
1645,55,10,,,,,,
1646,55,7,,,,,,
1647,55,17,83,,,,,
1648,55,7,28,,,,,
1649,55,29,126,,,,,
1650,55,7,,,,,,
1651,55,8,,,,,,
1652,55,11,,,,,,
1653,55,,,,,,,
1654,55,46,257,,,,,
1655,55,,,,,,,
1656,55,,,,,,,
1657,55,13,60,,,,,
1658,55,11,,,,,,
1659,55,8,,,,,,
1660,55,10,,,,,,
1661,55,11,,,,,,
1662,55,,,,,,,
1663,55,,,,,,,
1664,55,10,,,,,,
1665,55,,,,,,,
1666,55,8,,,,,,
1667,55,10,,,,,,
1668,55,15,,,,,,
1669,55,,,,,,,
1670,55,11,,,,,,
1671,55,28,,,,,,
1672,55,29,128,,,,,
1673,55,2,151,,,,,
1674,55,2,151,,,,,
1675,55,2,,,,,,
1676,55,2,,,,,,
1677,55,2,,,,,,
1678,55,2,349,,,,,
1679,55,2,,,,,,
1680,55,31,,,,,,
1681,55,31,,,,,,
1682,55,30,404,,,,,
1683,55,32,,,,,,
1684,55,30,,,,,,
1685,55,,,,,,,
1686,55,,,,,,,
1687,55,29,134,,,,,
1688,55,29,133,,,,,
1689,55,29,135,,,,,
1690,55,29,126,,,,,
1691,55,27,118,,,,,
1692,55,27,118,,,,,
1693,55,27,118,,,,,
1694,55,27,118,,,,,
1695,55,26,,,,,,
1696,55,26,,,,,,
1697,55,52,,,,,,
1698,55,25,,,,,,
1699,55,25,,,,,,
1700,55,30,,,,,,
1701,55,37,,,,,,
1702,55,5,,,,,,
1703,55,4,15,,,,,
1704,55,4,9,,,,,
1705,55,4,9,,,,,
1706,55,3,,,,,,
1707,55,50,,,,,,
1708,55,48,269,,,,,
1709,55,48,,,,,,
1710,55,48,,,,,,
1711,55,45,,,,,,
1712,55,43,,,,,,
1713,55,42,241,,,,,
1714,55,2,,,,,,
1715,55,41,,,,,,
1716,55,34,,,,,,
1717,55,33,,,,,,
1718,55,33,,,,,,
1719,55,33,,,,,,
1720,55,33,,,,,,
1721,55,41,,,,,,
1722,55,33,,,,,,
1723,55,,,,,,,
1724,55,35,,,,,,
1725,55,35,,,,,,
1726,55,35,195,,,,,
1727,55,35,,,,,,
1728,55,35,197,,,,,
1729,55,35,,,,,,
1730,55,35,195,,,,,
1731,55,33,181,,,,,
1732,55,,,,,,,
1733,55,17,,,,,,
1734,55,18,,,,,,
1735,55,18,96,,,,,
1736,55,18,96,,,,,
1737,55,18,97,,,,,
1738,55,19,,,,,,
1739,55,17,,,,,,
1740,55,17,,,,,,
1741,24,37,,,,,,
1742,24,16,,,,,,
1743,24,37,212,,,,,
1744,24,37,213,,,,,
1745,24,,,,,,,
1746,24,15,,,,,,
1747,24,10,,,,,,
1748,24,,,,,,,
1749,24,37,213,,,,,
1750,24,,,,,,,
1751,24,15,,,,,,
1752,24,35,197,,,,,
1753,24,42,241,,,,,
1754,24,15,,,,,,
1755,24,43,,,,,,
1756,24,45,,,,,,
1757,24,48,,,,,,
1758,24,13,60,,,,,
1759,24,37,213,,,,,
1760,24,17,83,,,,,
1761,24,17,,,,,,
1762,24,17,83,,,,,
1763,24,17,83,,,,,
1764,24,35,,,,,,
1765,24,17,83,,,,,
1766,24,35,195,,,,,
1767,24,35,,,,,,
1768,24,35,,,,,,
1769,24,,,,,,,
1770,24,35,197,,,,,
1771,24,35,197,,,,,
1772,24,35,197,,,,,
1773,24,35,197,,,,,
1774,24,3,,,,,,
1775,24,35,,,,,,
1776,24,49,,,,,,
1777,24,17,80,,,,,
1778,24,35,,,,,,
1779,24,,,,,,,
1780,24,3,7,,,,,
1781,24,11,55,,,,,
1782,24,7,,,,,,
1783,24,7,,,,,,
1784,24,11,54,,,,,
1785,24,,,,,,,
1786,24,7,28,,,,,
1787,24,,,,,,,
1788,24,7,26,,,,,
1789,24,,,,,,,
1790,24,10,,,,,,
1791,24,10,,,,,,
1792,24,10,,,,,,
1793,24,10,,,,,,
1794,24,10,,,,,,
1795,24,10,,,,,,
1796,24,10,,,,,,
1797,24,,,,,,,
1798,24,46,257,,,,,
1799,24,3,7,,,,,
1800,24,,,,,,,
1801,24,3,8,,,,,
1802,24,,,,,,,
1803,24,3,,,,,,
1804,24,3,,,,,,
1805,24,7,28,,,,,
1806,24,3,,,,,,
1807,24,3,7,,,,,
1808,24,,,,,,,
1809,24,4,12,,,,,
1810,24,4,12,,,,,
1811,24,4,12,,,,,
1812,24,11,54,,,,,
1813,24,4,12,,,,,
1814,24,11,,,,,,
1815,24,5,,,,,,
1816,24,,,,,,,
1817,24,3,,,,,,
1818,24,29,126,,,,,
1819,24,31,,,,,,
1820,24,18,95,,,,,
1821,24,2,151,2437,,,,
1822,24,2,,,,,,
1823,24,2,,,,,,
1824,24,2,,,,,,
1825,24,18,95,,,,,
1826,24,,,,,,,
1827,24,32,,,,,,
1828,24,30,,,,,,
1829,24,2,151,2437,,,,
1830,24,29,126,,,,,
1831,24,2,,,,,,
1832,24,2,,,,,,
1833,24,,,,,,,
1834,24,29,132,,,,,
1835,24,29,,,,,,
1836,24,2,151,2437,,,,
1837,24,2,,,,,,
1838,24,18,,,,,,
1839,24,29,128,,,,,
1840,24,29,126,,,,,
1841,24,33,181,,,,,
1842,24,,,,,,,
1843,24,,,,,,,
1844,24,27,117,,,,,
1845,24,25,,,,,,
1846,24,25,,,,,,
1847,24,19,,,,,,
1848,24,18,95,,,,,
1849,24,33,,,,,,
1850,24,31,,,,,,
1851,24,27,117,,,,,
1852,24,27,117,,,,,
1853,24,112,,,,,,
1854,24,33,,,,,,
1855,56,30,,,,,,
1856,56,4,16,,,,,
1857,56,2,,,,,,
1858,56,4,15,,,,,
1859,56,49,,,,,,
1860,56,13,59,,,,,
1861,56,30,,,,,,
1862,56,3,8,,,,,
1863,56,,,,,,,
1864,56,31,,,,,,
1865,56,3,,,,,,
1866,56,3,3,,,,,
1867,56,3,,,,,,
1868,56,4,16,,,,,
1869,56,31,147,,,,,
1870,56,31,,,,,,
1871,56,3,,,,,,
1872,56,18,97,,,,,
1873,56,3,8,,,,,
1874,56,49,,,,,,
1875,56,27,118,,,,,
1876,56,25,,,,,,
1877,56,19,,,,,,
1878,56,10,,,,,,
1879,56,,,,,,,
1880,56,,,,,,,
1881,56,27,117,,,,,
1882,56,,,,,,,
1883,56,,,,,,,
1884,56,27,117,,,,,
1885,56,27,,,,,,
1886,56,11,54,,,,,
1887,56,8,37,,,,,
1888,56,29,127,,,,,
1889,56,8,,,,,,
1890,56,29,126,,,,,
1891,56,18,,,,,,
1892,56,11,,,,,,
1893,56,29,128,,,,,
1894,56,29,127,,,,,
1895,56,8,35,,,,,
1896,56,48,,,,,,
1897,56,4,16,,,,,
1898,56,7,,,,,,
1899,56,7,,,,,,
1900,56,8,,,,,,
1901,56,8,,,,,,
1902,56,8,32,,,,,
1903,56,27,118,,,,,
1904,56,11,54,,,,,
1905,56,7,26,,,,,
1906,56,,,,,,,
1907,56,37,213,,,,,
1908,56,35,,,,,,
1909,56,35,195,,,,,
1910,56,17,,,,,,
1911,56,2,151,,,,,
1912,56,18,,,,,,
1913,56,2,151,,,,,
1914,56,,,,,,,
1915,56,8,32,,,,,
1916,56,,,,,,,
1917,56,18,,,,,,
1918,56,2,151,,,,,
1919,56,2,151,,,,,
1920,56,2,151,,,,,
1921,56,2,,,,,,
1922,56,17,,,,,,
1923,56,33,174,,,,,
1924,56,17,,,,,,
1925,56,,,,,,,
1926,56,,,,,,,
1927,56,,,,,,,
1928,56,35,197,,,,,
1929,56,35,,,,,,
1930,56,2,151,,,,,
1931,56,35,195,,,,,
1932,56,35,195,,,,,
1933,56,33,173,,,,,
1934,56,35,195,,,,,
1935,56,35,,,,,,
1936,56,,,,,,,
1937,56,32,,,,,,
1938,56,35,,,,,,
1939,56,43,244,,,,,
1940,56,41,,,,,,
1941,56,42,,,,,,
1942,56,16,,,,,,
1943,56,42,,,,,,
1944,56,15,,,,,,
1945,56,41,,,,,,
1946,56,2,,,,,,
1947,56,42,241,,,,,
1948,56,,,,,,,
1949,56,,,,,,,
1950,56,46,257,,,,,
1951,56,46,257,,,,,
1952,56,,,,,,,
1953,56,47,260,,,,,
1954,56,33,,,,,,
1955,56,48,,,,,,
1956,56,2,,,,,,
1957,56,15,,,,,,
1958,56,37,,,,,,
1959,56,39,,,,,,
1960,56,39,,,,,,
1961,56,39,,,,,,
1962,56,39,227,,,,,
1963,56,41,,,,,,
1964,56,40,,,,,,
1965,56,15,70,,,,,
1966,57,18,96,,,,,
1967,57,10,,,,,,
1968,57,17,,,,,,
1969,57,17,,,,,,
1970,57,11,54,,,,,
1971,57,16,,,,,,
1972,57,17,78,,,,,
1973,57,13,60,,,,,
1974,57,,,,,,,
1975,57,17,,,,,,
1976,57,19,,,,,,
1977,57,17,,,,,,
1978,57,,,,,,,
1979,57,,,,,,,
1980,57,18,,,,,,
1981,57,14,,,,,,
1982,57,,,,,,,
1983,57,11,54,,,,,
1984,57,11,,,,,,
1985,57,18,99,,,,,
1986,57,18,,,,,,
1987,57,17,86,,,,,
1988,57,35,,,,,,
1989,57,36,,,,,,
1990,57,,,,,,,
1991,57,,,,,,,
1992,57,,,,,,,
1993,57,33,,,,,,
1994,57,34,,,,,,
1995,57,2,151,,,,,
1996,57,35,192,,,,,
1997,57,35,,,,,,
1998,57,35,197,,,,,
1999,57,35,,,,,,
2000,57,,,,,,,
2001,57,,,,,,,
2002,57,36,,,,,,
2003,57,34,,,,,,
2004,57,28,,,,,,
2005,57,10,,,,,,
2006,57,8,32,,,,,
2007,57,25,,,,,,
2008,57,52,,,,,,
2009,57,29,126,,,,,
2010,57,33,,,,,,
2011,57,29,133,,,,,
2012,57,33,,,,,,
2013,57,30,,,,,,
2014,57,31,,,,,,
2015,57,2,,,,,,
2016,57,2,349,,,,,
2017,57,2,,,,,,
2018,57,2,,,,,,
2019,57,2,151,,,,,
2020,57,29,128,,,,,
2021,57,7,,,,,,
2022,57,3,,,,,,
2023,57,4,12,,,,,
2024,57,4,15,,,,,
2025,57,4,12,,,,,
2026,57,5,,,,,,
2027,57,10,,,,,,
2028,57,7,,,,,,
2029,57,5,,,,,,
2030,57,8,32,,,,,
2031,57,8,37,,,,,
2032,57,8,,,,,,
2033,57,,,,,,,
2034,57,37,212,,,,,
2035,57,10,,,,,,
2036,57,2,151,,,,,
2037,57,7,28,,,,,
2038,57,39,227,,,,,
2039,57,7,28,,,,,
2040,57,37,213,,,,,
2041,57,3,,,,,,
2042,57,40,233,,,,,
2043,57,40,,,,,,
2044,57,41,,,,,,
2045,57,42,240,,,,,
2046,57,43,,,,,,
2047,57,43,,,,,,
2048,57,43,244,,,,,
2049,57,47,263,,,,,
2050,57,47,260,,,,,
2051,57,48,269,,,,,
2052,57,49,,,,,,
2053,57,3,,,,,,
2054,57,37,,,,,,
2055,31,8,35,,,,,
2056,31,7,,,,,,
2057,31,7,,,,,,
2058,31,7,,,,,,
2059,31,7,28,,,,,
2060,31,8,,,,,,
2061,31,8,32,,,,,
2062,31,8,32,,,,,
2063,31,8,32,,,,,
2064,31,7,,,,,,
2065,31,8,35,,,,,
2066,31,8,,,,,,
2067,31,8,,,,,,
2068,31,48,,,,,,
2069,31,8,32,,,,,
2070,31,3,7,,,,,
2071,31,,,,,,,
2072,31,8,39,,,,,
2073,31,2,151,3720,,,,
2074,31,3,,,,,,
2075,31,3,,,,,,
2076,31,49,,,,,,
2077,31,3,,,,,,
2078,31,7,,,,,,
2079,31,4,9,,,,,
2080,31,4,12,,,,,
2081,31,4,12,,,,,
2082,31,4,15,,,,,
2083,31,5,,,,,,
2084,31,5,,,,,,
2085,31,5,,,,,,
2086,31,5,,,,,,
2087,31,3,3,,,,,
2088,31,17,80,,,,,
2089,31,17,,,,,,
2090,31,14,,,,,,
2091,31,15,70,,,,,
2092,31,15,70,,,,,
2093,31,15,,,,,,
2094,31,13,59,,,,,
2095,31,17,78,,,,,
2096,31,13,60,,,,,
2097,31,17,,,,,,
2098,31,17,,,,,,
2099,31,17,,,,,,
2100,31,47,261,,,,,
2101,31,17,,,,,,
2102,31,33,,,,,,
2103,31,19,,,,,,
2104,31,17,78,,,,,
2105,31,10,,,,,,
2106,31,,,,,,,
2107,31,,,,,,,
2108,31,,,,,,,
2109,31,,,,,,,
2110,31,,,,,,,
2111,31,,,,,,,
2112,31,10,,,,,,
2113,31,,,,,,,
2114,31,10,,,,,,
2115,31,10,,,,,,
2116,31,11,54,,,,,
2117,31,11,,,,,,
2118,31,11,54,,,,,
2119,31,46,257,,,,,
2120,31,35,195,,,,,
2121,31,13,60,,,,,
2122,31,,,,,,,
2123,31,31,,,,,,
2124,31,30,,,,,,
2125,31,47,260,,,,,
2126,31,30,,,,,,
2127,31,30,404,,,,,
2128,31,30,,,,,,
2129,31,,,,,,,
2130,31,31,,,,,,
2131,31,29,,,,,,
2132,31,2,349,,,,,
2133,31,2,,,,,,
2134,31,2,,,,,,
2135,31,2,,,,,,
2136,31,2,151,3720,,,,
2137,31,33,,,,,,
2138,31,2,,,,,,
2139,31,31,,,,,,
2140,31,26,,,,,,
2141,31,19,,,,,,
2142,31,,,,,,,
2143,31,25,,,,,,
2144,31,25,,,,,,
2145,31,25,,,,,,
2146,31,30,,,,,,
2147,31,52,,,,,,
2148,31,29,127,,,,,
2149,31,27,118,,,,,
2150,31,27,118,,,,,
2151,31,27,117,,,,,
2152,31,27,117,,,,,
2153,31,27,118,,,,,
2154,31,29,126,,,,,
2155,31,29,126,,,,,
2156,31,25,,,,,,
2157,31,40,233,,,,,
2158,31,,,,,,,
2159,31,2,151,3720,,,,
2160,31,37,212,,,,,
2161,31,37,213,,,,,
2162,31,37,213,,,,,
2163,31,29,127,,,,,
2164,31,40,233,,,,,
2165,31,,,,,,,
2166,31,40,,,,,,
2167,31,41,,,,,,
2168,31,41,,,,,,
2169,31,43,,,,,,
2170,31,45,,,,,,
2171,31,47,263,,,,,
2172,31,47,260,,,,,
2173,31,37,,,,,,
2174,31,35,192,,,,,
2175,31,33,173,,,,,
2176,31,33,,,,,,
2177,31,33,,,,,,
2178,31,34,,,,,,
2179,31,35,,,,,,
2180,31,,,,,,,
2181,31,35,192,,,,,
2182,31,36,,,,,,
2183,31,35,204,,,,,
2184,31,35,196,,,,,
2185,31,35,,,,,,
2186,31,35,197,,,,,
2187,31,35,197,,,,,
2188,31,,,,,,,
2189,31,36,,,,,,
2190,31,35,,,,,,
2191,27,35,,,,,,
2192,27,,,,,,,
2193,27,37,,,,,,
2194,27,25,,,,,,
2195,27,37,213,,,,,
2196,27,30,,,,,,
2197,27,4,12,,,,,
2198,27,27,120,,,,,
2199,27,33,,,,,,
2200,27,45,,,,,,
2201,27,29,133,,,,,
2202,27,41,,,,,,
